date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2024-06-28,22.1,17.68,16.39,10.7,,,93,60.6,69.5,46,17.1,9.9,10.9,4.7,18,9.5,9,0,,,101.99,101.74,101.68,101.37,99.91,99.67,99.61,99.31,24100,24100,24100,24100,2.1,1.7,1.6,1.2,1.6,0,11.4,9.4,6.4,0,0,0,,05:40:00,1719567600,5.67,21:04:00,1719623040,21.07,15.4,9,9,23,23,16,17,,,,,,8,5.2,4.5,1,,,,
2024-06-27,22.2,17.62,17.25,12.3,,,94,58.7,61,28,15.7,8.8,8.2,0.6,28,18.5,18.5,9,39,1,101.73,101.26,101.26,100.78,99.65,99.2,99.19,98.74,24100,24100,24100,24100,2.4,1.8,1.7,1,0.8,0,12.2,10.2,7.2,0,0,0,,05:40:00,1719481200,5.67,21:04:00,1719536640,21.07,15.4,7,7,21,21,9,9,,,,,,6,2.6,3,0,,,,
2024-06-26,29,22.08,22.5,16,31,,100,73.9,67.5,35,20.4,16.4,15.9,11.5,23,15.12,16,9,51,27,100.76,100.64,100.62,100.48,98.72,98.61,98.58,98.45,24100,23100,18500,12900,3.2,2.6,2.5,1.9,0,4.5,17.5,15.5,12.5,6.7,6.7,0,,05:39:00,1719394740,5.65,21:04:00,1719450240,21.07,15.42,7,7,25,27,12,13,,,,,,8,5.9,4.5,1,,,,
2024-06-25,26.9,22.35,21.75,16.6,33,,80,65.8,68,56,18.9,15.7,15.3,11.7,36,16.75,20,4,58,23,101.33,100.86,100.9,100.47,99.28,98.82,98.86,98.44,24100,24100,24100,24100,3.4,2.5,2.4,1.3,0,3.8,16.8,14.8,11.8,0,0,0,,05:39:00,1719308340,5.65,21:04:00,1719363840,21.07,15.42,8,8,23,23,17,18,,,,,,8,5.5,4,0,,,,
2024-06-24,28.4,22.86,22.85,17.3,29,,75,52.6,51.5,28,15.3,11.9,11.8,8.3,33,22.5,22,11,47,33,101.3,101.05,100.88,100.45,99.25,99,98.83,98.41,24100,24100,24100,24100,2.7,2.2,1.8,1,0,4.8,17.9,15.8,12.8,0,0,0,,05:38:00,1719221880,5.63,21:04:00,1719277440,21.07,15.43,7,7,27,27,15,16,,,,,,8,2.1,4,0,,,,
2024-06-23,27.4,22.17,22.54,17.7,34,,100,79.7,80.5,61,22.2,18.3,17.6,12.9,55,28.04,29.5,4,73,28,100.69,100.12,100.26,99.84,98.65,98.09,98.24,97.82,24100,23566.7,20100,16100,2.8,2,1.9,1,0,4.5,17.5,15.5,12.5,0.7,0.7,0,,05:38:00,1719135480,5.63,21:04:00,1719191040,21.07,15.43,7,7,26,26,16,16,,,,,,8,6.8,6.5,5,,,,
2024-06-22,24.7,21.79,22.4,20.1,32,,100,87.8,88.5,77,22.5,19.6,20,17.5,18,9.75,9,0,32,11,101.83,101.44,101.32,100.8,99.77,99.38,99.26,98.76,24100,22566.7,20100,16100,2.4,1.7,1.7,1,0,4.4,17.4,15.4,12.4,0.5,0.5,0,,05:38:00,1719049080,5.63,21:04:00,1719104640,21.07,15.43,7,7,29,29,20,20,,,,,,8,7.1,6.5,5,,,,
2024-06-21,25.4,22.38,23.1,20.8,33,,100,90.2,86.5,73,22.5,20.7,20.6,18.8,16,8.58,8,0,,,102.39,102.15,102.13,101.87,100.33,100.09,100.07,99.81,24100,21695.8,14450,4800,1.9,1.4,1.4,1,0,5.1,18.1,16.1,13.1,7.6,7.6,0,,05:37:00,1718962620,5.62,21:04:00,1719018240,21.07,15.45,6,10,28,28,20,21,,,,,,8,6.4,6,4,,,,
2024-06-20,30.7,25.13,25.45,20.2,40,,100,82.2,75.5,51,23.5,21.6,21.1,18.7,35,11.04,19.5,4,70,27,102.68,102.45,102.51,102.33,100.62,100.39,100.44,100.27,24100,20958.3,12850,1600,3.7,2.5,2.4,1,0,7.5,20.4,18.4,15.4,50.8,50.8,0,,05:37:00,1718876220,5.62,21:03:00,1718931780,21.05,15.43,10,10,31,32,20,20,,,,,,8,6.1,5,2,,,,
2024-06-19,34.5,27.49,28.65,22.8,44,,87,67.4,66,45,22.7,20.7,20.2,17.7,46,11.75,24.5,3,62,27,102.41,102.29,102.26,102.1,100.35,100.24,100.2,100.05,24100,23500,21700,19300,3.9,2.6,2.5,1.1,0,10.7,23.6,21.6,18.6,0.5,0.5,0,,05:37:00,1718789820,5.62,21:03:00,1718845380,21.05,15.43,10,10,33,33,23,23,,,,,,7,6,5,3,,,,
2024-06-18,32.4,26,26.9,21.4,42,,100,75.4,78,56,23.2,21.2,20.7,18.2,23,13.46,14.5,6,64,33,102.16,101.96,101.94,101.72,100.1,99.91,99.89,99.68,24100,22962.5,15250,6400,3.8,2.9,3,2.2,0,8.9,21.9,19.9,16.9,8.2,8.2,0,,05:37:00,1718703420,5.62,21:03:00,1718758980,21.05,15.43,10,10,33,33,23,23,,,,,,8,4.6,4,0,,,,
2024-06-17,30.3,23.37,23,15.7,38,,83,64.4,67,51,21.5,16.3,15.2,8.9,40,13.54,20,0,53,23,101.71,101.59,101.6,101.48,99.66,99.53,99.55,99.43,24100,23900,21700,19300,3.7,2.5,2.4,1,0,5,18,16,13,0,0,0,,05:37:00,1718617020,5.62,21:03:00,1718672580,21.05,15.43,10,10,31,32,21,21,,,,,,7,3.9,4,1,,,,
2024-06-16,23.2,18.19,17.14,11.1,,,78,54.7,57.5,37,10.3,8.6,8.7,7.1,19,12,11.5,4,31,12,102.31,102.03,101.94,101.57,100.22,99.95,99.87,99.51,24100,24100,24100,24100,2.2,1.9,1.6,1.1,0.9,0,12.1,10.1,7.1,0,0,0,,05:37:00,1718530620,5.62,21:02:00,1718586120,21.03,15.42,10,10,23,23,16,16,,,,,,7,4.8,4.5,2,,,,
2024-06-15,22.6,17.33,17.64,12.7,,,83,55.9,56.5,30,10,8,6.9,3.8,21,13.71,12,3,40,35,102.22,102.05,101.96,101.69,100.14,99.97,99.88,99.62,24100,24100,24100,24100,3,2,2.2,1.4,0.4,0,12.6,10.6,7.6,0,0,0,,05:37:00,1718444220,5.62,21:02:00,1718499720,21.03,15.42,8,8,21,21,11,11,,,,,,7,1.8,3.5,0,,,,
2024-06-14,24,20.45,19.35,14.7,27,,77,56,59,41,16.6,11.2,11.4,6.3,28,20.29,20.5,13,42,34,101.69,101.27,101.28,100.86,99.62,99.22,99.23,98.83,24100,24100,24100,24100,3.9,2.4,2.5,1,0,1.4,14.3,12.3,9.3,0,0,0,,05:37:00,1718357820,5.62,21:02:00,1718413320,21.03,15.42,6,7,24,24,11,11,,,,,,7,2.7,3.5,0,,,,
2024-06-13,30.7,24.12,23.5,16.3,36,,84,57.8,62,40,19.6,15.1,15.4,11.2,37,18.88,18.5,0,64,22,101.26,100.92,100.94,100.62,99.2,98.88,98.89,98.59,24100,24100,24100,24100,4.5,2.9,2.8,1,0,5.5,18.5,16.5,13.5,0.7,0.7,0,,05:37:00,1718271420,5.62,21:01:00,1718326860,21.02,15.4,9,9,28,28,15,17,,,,,,8,5.8,5.5,3,,,,
2024-06-12,22.4,17.08,16.45,10.5,,,92,70,71.5,51,12.7,11.3,11.4,10.1,21,12.33,12,3,34,14,101.71,101.54,101.51,101.3,99.63,99.47,99.43,99.23,24100,24100,24100,24100,2.7,1.9,1.8,1,1.6,0,11.4,9.4,6.5,0,0,0,,05:37:00,1718185020,5.62,21:01:00,1718240460,21.02,15.4,7,7,24,24,16,16,,,,,,8,4.8,4.5,1,,,,
2024-06-11,18.7,13.72,14.6,10.5,,,84,70.2,71,58,11.1,8.4,8.6,6.1,17,11.83,8.5,0,,,101.68,101.54,101.49,101.29,99.6,99.46,99.4,99.21,24100,24100,24100,24100,2.5,1.9,2,1.5,3.4,0,9.6,7.6,4.6,0,0,0,,05:37:00,1718098620,5.62,21:00:00,1718154000,21,15.38,7,7,20,20,10,10,,,,,,8,6.2,4.5,1,,,,
2024-06-10,16.3,12.89,13.8,11.3,,,95,73.8,77,59,11.1,8.2,8.9,6.8,29,20.58,22.5,16,39,30,101.29,100.8,100.87,100.44,99.21,98.73,98.79,98.38,24100,24100,24100,24100,1.9,1.4,1.4,1,4.2,0,8.8,6.8,3.8,0,0,0,,05:37:00,1718012220,5.62,21:00:00,1718067600,21,15.38,6,6,17,17,9,9,,,,,,8,6.5,4,0,,,,
2024-06-09,19,14.77,14.8,10.6,,,100,78.9,78.5,57,13.1,10.9,10.7,8.2,39,20.67,23,7,53,31,100.62,100.44,100.45,100.28,98.57,98.39,98.39,98.22,24100,23900,21700,19300,2.1,1.7,1.6,1.2,3.2,0,9.8,7.8,4.8,2.8,2.8,0,,05:37:00,1717925820,5.62,20:59:00,1717981140,20.98,15.37,5,6,19,19,10,10,,,,,,8,5.5,5,2,,,,
2024-06-08,21.7,16.29,16.75,11.8,,,100,71.6,73.5,47,13.9,10.7,10.9,8,41,21.62,22.5,4,58,28,100.96,100.8,100.78,100.6,98.89,98.73,98.72,98.54,24100,23300,21700,19300,1.9,1.5,1.4,1,1.2,0,11.8,9.8,6.8,4.2,4.2,0,,05:37:00,1717839420,5.62,20:59:00,1717894740,20.98,15.37,7,7,22,22,11,12,,,,,,8,5.4,4.5,1,,,,
2024-06-07,19.4,16.46,16.6,13.8,,,95,75.5,78,61,15.1,12.1,12.8,10.4,34,19.88,23,12,52,29,100.67,100.25,100.33,100,98.61,98.21,98.29,97.97,24100,23500,16900,9700,2.4,1.6,1.8,1.2,1.4,0,11.6,9.6,6.6,3.9,3.9,0,,05:38:00,1717753080,5.63,20:58:00,1717808280,20.97,15.33,3,6,19,19,11,12,,,,,,8,6.9,4.5,1,,,,
2024-06-06,26.7,21.31,21.1,15.5,28,,100,68.8,68.5,37,19.9,14.4,14.4,9,37,18.21,20,3,59,23,100.16,99.95,99.99,99.82,98.13,97.92,97.97,97.8,24100,22166.7,16900,9700,3,2.4,2.1,1.2,0,3.1,16.1,14.1,11.1,0.8,0.8,0,,05:38:00,1717666680,5.63,20:57:00,1717721820,20.95,15.32,8,8,25,25,14,14,,,,,,8,5.4,4.5,1,,,,
2024-06-05,25.6,21.68,21.7,17.8,33,,100,77.3,84,68,20.8,17.5,17.8,14.7,20,11.21,12.5,5,39,21,101.08,100.63,100.63,100.18,99.03,98.6,98.59,98.15,24100,24100,24100,24100,2.9,2.2,2.2,1.5,0,3.7,16.7,14.7,11.7,3.2,3.2,0,,05:38:00,1717580280,5.63,20:57:00,1717635420,20.95,15.32,7,7,26,26,17,18,,,,,,8,5.8,4,0,,,,
2024-06-04,26.8,21.17,21.05,15.3,33,,99,75.8,79.5,60,19.1,16.5,16.8,14.5,15,8.83,9.5,4,,,101.53,101.33,101.33,101.13,99.47,99.27,99.28,99.08,24100,23233.3,20100,16100,3.2,2.5,2.3,1.4,0,3,16.1,14.1,11.1,0,0,0,,05:39:00,1717493940,5.65,20:56:00,1717548960,20.93,15.28,8,8,27,27,17,17,,,,,,8,4.8,4,0,,,,
2024-06-03,23.4,18.42,19.54,15.7,29,,100,90.8,85.5,71,20.3,16.8,17.9,15.5,14,7.5,7,0,,,101.61,101.45,101.47,101.33,99.53,99.38,99.4,99.27,24100,12558.3,12150,200,3,2.4,2.5,2,0,1.5,14.5,12.5,9.5,0,0,0,,05:39:00,1717407540,5.65,20:55:00,1717462500,20.92,15.27,5,7,24,25,14,16,,,,,,8,4.5,4,0,,,,
2024-06-02,18.2,16.21,16.3,14.4,,,100,82.8,74.5,49,17,12.9,11.7,6.3,12,6.75,6,0,,,101.64,101.52,101.53,101.42,99.58,99.45,99.47,99.35,24100,13041.7,12250,400,3.2,2.7,2.7,2.2,1.7,0,11.3,9.3,6.3,7,7,0,,05:39:00,1717321140,5.65,20:54:00,1717376040,20.9,15.25,3,6,19,20,15,16,,,,,,8,7.8,6.5,5,,,,
2024-06-01,24,18.12,17.55,11.1,,,69,50,49,29,12.6,7.2,8.2,3.7,18,10.21,9,0,,,102.31,102.09,102.02,101.74,100.23,100.01,99.95,99.67,24100,24100,24100,24100,3.8,3,2.6,1.5,0.4,0,12.6,10.6,7.5,0,0,0,,05:40:00,1717234800,5.67,20:54:00,1717289640,20.9,15.23,8,8,25,25,14,15,,,,,,8,5.4,4,0,,,,
2024-05-31,24.3,17.31,16.25,8.2,,,67,44.5,46.5,26,7.2,4.5,4.8,2.5,21,12.54,12,3,35,29,102.56,102.32,102.33,102.11,100.47,100.23,100.25,100.03,24100,24100,24100,24100,3.1,2.4,2.2,1.3,1.8,0,11.2,9.2,6.2,0,0,0,,05:40:00,1717148400,5.67,20:53:00,1717203180,20.88,15.22,7,7,25,25,12,12,,,,,,4,0.6,2,0,,,,
2024-05-30,18.9,13.99,13.39,7.9,,,77,48.6,54.5,32,4.7,2.8,2.5,0.2,32,18,22,12,41,31,102.23,102.11,102.06,101.89,100.14,100.02,99.97,99.8,24100,24100,24100,24100,2.7,2.5,2.4,2.1,4.6,0,8.4,6.4,3.4,0,0,0,,05:41:00,1717062060,5.68,20:52:00,1717116720,20.87,15.18,6,6,18,18,5,6,,,,,,2,0.6,1,0,,,,
2024-05-29,19.4,15.46,14.6,9.8,,,95,58.3,59.5,24,12.8,6.2,4.8,-3.2,30,19.12,19.5,9,44,33,101.86,101.6,101.58,101.3,99.77,99.52,99.5,99.23,24100,24100,24100,24100,2.9,2.1,2,1.1,3.4,0,9.6,7.6,4.6,0,0,0,,05:41:00,1716975660,5.68,20:51:00,1717030260,20.85,15.17,6,6,19,19,8,8,,,,,,7,4.6,3.5,0,,,,
2024-05-28,20.4,16.56,17.2,14,,,97,83.2,81.5,66,16.6,13.7,14.5,12.4,28,18.04,17.5,7,44,31,101.33,100.81,100.83,100.32,99.26,98.75,98.77,98.28,24100,23766.7,20100,16100,2.1,1.8,1.8,1.5,0.8,0,12.2,10.2,7.2,8.6,8.6,0,,05:42:00,1716889320,5.7,20:50:00,1716943800,20.83,15.13,3,3,20,20,12,12,,,,,,8,7.1,7,6,,,,
2024-05-27,25.1,18.95,20.25,15.4,31,,100,87,76.5,53,19.3,16.5,16.3,13.3,47,22.21,28.5,10,63,21,100.4,99.97,100.07,99.73,98.35,97.94,98.03,97.71,24100,19558.3,12850,1600,3,2.4,2.4,1.7,0,2.2,15.2,13.2,10.2,26,26,0,,05:43:00,1716802980,5.72,20:49:00,1716857340,20.82,15.1,3,3,24,24,14,14,,,,,,8,7,5.5,3,,,,
2024-05-26,22,17.19,16.85,11.7,,,100,75.1,72.5,45,14.2,12.3,11.7,9.2,34,14.42,17,0,51,10,101.45,101.17,100.92,100.4,99.38,99.11,98.87,98.36,24100,21270.8,12450,800,3.1,2.5,2.1,1.1,1.1,0,11.8,9.8,6.8,5.4,5.4,0,,05:43:00,1716716580,5.72,20:49:00,1716770940,20.82,15.1,8,8,23,23,15,16,,,,,,8,5,4,0,,,,
2024-05-25,20.1,15.02,16.05,12,,,100,80.5,81,62,15.5,11.6,11.3,7.1,18,9.62,9,0,32,10,101.23,101.08,101.04,100.85,99.15,99.02,98.97,98.78,24100,22966.7,16900,9700,2.5,1.7,1.8,1,2,0,11.1,9.1,6,6.4,6.4,0,,05:44:00,1716630240,5.73,20:48:00,1716684480,20.8,15.07,6,6,21,22,11,12,,,,,,8,5.2,4,0,,,,
2024-05-24,26.3,19.49,19.7,13.1,27,,68,49.2,50,32,10.4,8.3,7.7,5,35,18.33,21.5,8,50,30,101.21,101.12,101.12,101.04,99.15,99.07,99.07,98.99,24100,24100,24100,24100,2.9,2.7,2.6,2.3,0,1.7,14.7,12.7,9.7,0,0,0,,05:45:00,1716543900,5.75,20:47:00,1716598020,20.78,15.03,7,7,26,26,12,12,,,,,,3,1.1,1.5,0,,,,
2024-05-23,26.1,20.56,20.14,14.2,26,,77,49.2,54,31,11.2,9,8.7,6.2,31,20.04,21,11,46,24,101.3,101.12,101.14,100.98,99.25,99.07,99.1,98.94,24100,24100,24100,24100,3.6,2.9,2.8,2,0,2.1,15.1,13.1,10.1,0,0,0,,05:46:00,1716457560,5.77,20:46:00,1716511560,20.77,15,7,8,25,26,13,13,,,,,,8,3.2,4,0,,,,
2024-05-22,29.7,24.05,23.75,17.8,36,,90,67.6,70.5,51,19,17.5,15.8,12.6,36,19.62,21,6,58,21,100.97,100.71,100.72,100.47,98.93,98.68,98.69,98.44,24100,23900,21700,19300,3.6,2.8,2.6,1.7,0,5.8,18.8,16.8,13.8,0,0,0,,05:46:00,1716371160,5.77,20:45:00,1716425100,20.75,14.98,9,9,28,28,14,15,,,,,,7,3.6,3.5,0,,,,
2024-05-21,29.7,22.74,23.4,17.1,33,,94,68.5,68.5,43,17.8,16.3,15.8,13.8,38,13.42,19,0,55,25,101.22,101.04,101.07,100.92,99.16,99,99.02,98.88,24100,23900,21700,19300,3.9,3,3,2.1,0,5.4,18.4,16.4,13.4,0,0,0,,05:47:00,1716284820,5.78,20:44:00,1716338640,20.73,14.95,7,8,28,28,16,20,,,,,,8,4.5,4,0,,,,
2024-05-20,27.8,20.99,21.4,15,32,,97,63.5,68,39,18.4,13.3,12.8,7.3,25,9,12.5,0,53,27,101.59,101.4,101.38,101.17,99.53,99.34,99.33,99.12,24100,23900,21700,19300,4,2.8,2.7,1.4,0,3.4,16.4,14.4,11.4,0.8,0.8,0,,05:48:00,1716198480,5.8,20:43:00,1716252180,20.72,14.92,8,8,27,27,18,18,,,,,,8,4.3,4,0,,,,
2024-05-19,23.9,18.05,18,12.1,28,,100,81.9,78,56,16.3,14.6,14.4,12.5,17,8.12,10,3,,,101.61,101.47,101.49,101.36,99.53,99.4,99.41,99.29,24100,16962.5,14450,4800,4,2.2,2.5,1.1,0,0,13,11,8,0,0,0,,05:49:00,1716112140,5.82,20:42:00,1716165720,20.7,14.88,9,9,24,25,14,14,,,,,,7,2,3.5,0,,,,
2024-05-18,21.1,17.25,17.1,13.1,25,,100,89.8,85,70,16.5,15.5,15.3,14.2,15,10.25,7.5,0,,,101.44,101.32,101.26,101.08,99.37,99.25,99.19,99.02,24100,18283.3,13650,3200,2.2,2,1.8,1.5,0.9,0,12.1,10.1,7.1,0,0,0,,05:50:00,1716025800,5.83,20:41:00,1716079260,20.68,14.85,5,7,22,24,13,13,,,,,,8,5.2,4,0,,,,
2024-05-17,19.2,16.55,16.89,14.6,,,100,91.4,87.5,75,17.7,15.1,15.8,13.9,17,7.38,10,3,29,10,101.21,101.14,101.11,101.01,99.15,99.07,99.05,98.95,24100,20562.5,14450,4800,2.3,1.8,1.8,1.3,1.1,0,11.9,9.9,6.9,3.4,3.4,0,,05:51:00,1715939460,5.85,20:40:00,1715992800,20.67,14.82,5,7,20,20,14,14,,,,,,8,7.1,6,4,,,,
2024-05-16,21,16.6,15.7,10.4,,,97,71.8,74.5,52,14.7,11.2,10.9,7.1,16,9.92,9.5,3,,,101.21,101.13,101.13,101.05,99.15,99.06,99.07,98.98,24100,23300,21700,19300,2.8,2.2,2.1,1.5,2.3,0,10.7,8.7,5.7,0,0,0,,05:52:00,1715853120,5.87,20:39:00,1715906340,20.65,14.78,6,7,23,23,12,13,,,,,,6,2.4,3,0,,,,
2024-05-15,20.3,15.49,15.85,11.4,,,96,72.5,80.5,65,14,10.6,9.8,5.7,17,9.83,10,3,,,101.11,101.01,101.01,100.92,99.04,98.94,98.94,98.85,24100,23500,21700,19300,2.6,2.2,2.1,1.7,2.1,0,10.8,8.8,5.8,0,0,0,,05:53:00,1715766780,5.88,20:38:00,1715819880,20.63,14.75,7,7,22,22,10,11,,,,,,8,6.3,4.5,1,,,,
2024-05-14,20.3,16.27,15.9,11.5,,,98,74.8,71.5,45,15.3,11.5,10.9,6.5,22,11.12,12.5,3,30,0,101.11,101.03,100.98,100.85,99.05,98.97,98.93,98.8,24100,22500,21700,19300,3.5,2.7,2.5,1.4,2.1,0,10.9,8.9,5.9,0.3,0.3,0,,05:54:00,1715680440,5.9,20:37:00,1715733420,20.62,14.72,6,7,20,20,10,11,,,,,,8,6.2,5.5,3,,,,
2024-05-13,24.5,16.6,17.5,10.5,26,,89,68,63,37,13.8,10.5,9.6,5.4,28,12.67,14,0,44,21,101.22,100.96,100.97,100.72,99.15,98.9,98.91,98.66,24100,24100,24100,24100,3.7,2.6,2.8,1.8,0.5,0,12.5,10.5,7.5,0.9,0.9,0,,05:55:00,1715594100,5.92,20:35:00,1715646900,20.58,14.67,6,6,23,23,12,12,,,,,,8,6.3,4.5,1,,,,
2024-05-12,19,13.91,14.35,9.7,,,98,72.3,71.5,45,9.7,8.6,7.9,6.1,24,14.67,16.5,9,34,33,101.22,101.02,100.9,100.59,99.15,98.94,98.83,98.52,24100,24100,24100,24100,2.4,2.1,2.1,1.8,3.6,0,9.3,7.3,4.3,0,0,0,,05:56:00,1715507760,5.93,20:34:00,1715560440,20.57,14.63,5,5,18,19,10,10,,,,,,8,6.7,5.5,3,,,,
2024-05-11,16,11.41,12.35,8.7,,,97,77.2,68.5,40,9.5,7.3,4.2,-1.2,21,12.75,12,3,41,21,100.88,100.61,100.67,100.47,98.81,98.54,98.61,98.4,24100,23900,21700,19300,2.2,1.8,1.6,1,5.7,0,7.3,5.3,2.4,0.6,0.6,0,,05:57:00,1715421420,5.95,20:33:00,1715473980,20.55,14.6,4,4,13,15,9,9,,,,,,8,7.3,6,4,,,,
2024-05-10,16.5,13.36,13.45,10.4,,,71,51.8,50,29,6.9,3,2,-3,16,10.75,11,6,,,101,100.94,100.93,100.86,98.92,98.87,98.86,98.79,24100,24100,24100,24100,2.1,1.9,1.8,1.6,4.5,0,8.4,6.5,3.5,0,0,0,,05:59:00,1715335140,5.98,20:32:00,1715387520,20.53,14.55,6,6,16,16,7,7,,,,,,8,7,6.5,5,,,,
2024-05-09,16.7,12.23,12.25,7.8,,,100,67.9,69,38,9.1,5.7,4.2,-0.6,18,11,11,4,,,101.15,101.01,101.03,100.92,99.07,98.94,98.95,98.84,24100,24100,24100,24100,2,1.7,1.7,1.4,5.8,0,7.2,5.2,2.2,0,0,0,,06:00:00,1715248800,6,20:31:00,1715301060,20.52,14.52,5,7,14,16,9,9,,,,,,8,4.9,4,0,,,,
2024-05-08,20.3,14.61,14.85,9.4,,,97,75,75.5,54,13.4,10,10.8,8.2,48,24.46,24,0,72,27,101.03,100.3,100.49,99.96,98.96,98.24,98.44,97.92,24100,23900,21700,19300,3.1,2.3,2.4,1.6,3.1,0,9.8,7.8,4.8,1,1,0,,06:01:00,1715162460,6.02,20:30:00,1715214600,20.5,14.48,7,7,23,23,7,8,,,,,,8,5.9,5,2,,,,
2024-05-07,20.4,14.62,13.8,7.2,,,86,50.4,60,34,8.9,4,5,1.2,21,13.04,14,7,38,11,101.38,100.95,100.86,100.33,99.3,98.88,98.78,98.27,24100,24100,24100,24100,2.5,2,2,1.4,4.2,0,8.8,6.8,3.8,16.8,16.8,0,,06:02:00,1715076120,6.03,20:29:00,1715128140,20.48,14.45,8,8,19,19,11,11,,,,,,8,3.8,4,0,,,,
2024-05-06,19.9,13.81,14.1,8.3,,,78,48.8,54.5,31,8.2,2.9,4.5,0.7,23,17.33,16.5,10,32,33,101.85,101.64,101.61,101.38,99.76,99.55,99.53,99.3,24100,24100,24100,24100,2.6,2,1.8,1,3.9,0,9.1,7.1,4.1,0,0,0,,06:03:00,1714989780,6.05,20:28:00,1715041680,20.47,14.42,8,8,20,20,6,6,,,,,,6,3.6,3,0,,,,
2024-05-05,19.4,14,14.85,10.3,,,100,91,88.5,77,15.8,12.5,12.6,9.3,16,10.33,10,4,,,101.7,101.5,101.54,101.39,99.61,99.42,99.46,99.31,24100,14337.5,12450,800,1.9,1.4,1.4,1,3.1,0,9.8,7.8,4.8,3.5,3.5,0,,06:05:00,1714903500,6.08,20:26:00,1714955160,20.43,14.35,3,3,20,20,6,6,,,,,,8,6.9,5,2,,,,
2024-05-04,21.3,16.43,16.95,12.6,,,93,76.5,77,61,14.7,12.1,12.2,9.8,21,12.92,12,3,35,9,102.05,101.84,101.83,101.6,99.96,99.75,99.74,99.52,24100,24100,24100,24100,3,2.3,2.2,1.5,1.1,0,11.9,9.9,7,0,0,0,,06:06:00,1714817160,6.1,20:25:00,1714868700,20.42,14.32,8,8,21,21,12,13,,,,,,8,6.2,5.5,3,,,,
2024-05-03,16.6,13.97,13.75,10.9,,,92,75.7,76,60,12.6,9.7,9.8,6.9,21,10.75,12.5,4,36,8,101.94,101.76,101.77,101.6,99.85,99.68,99.68,99.52,24100,23366.7,20100,16100,2.7,2,2,1.4,4.2,0,8.8,6.8,3.8,3.1,3.1,0,,06:07:00,1714730820,6.12,20:24:00,1714782240,20.4,14.28,5,6,17,17,11,12,,,,,,8,5.9,4,0,,,,
2024-05-02,20.5,14.59,15.3,10.1,,,79,63.8,64,49,9.1,7.7,7.5,6,22,11.79,12.5,3,37,32,101.86,101.63,101.53,101.21,99.77,99.54,99.45,99.13,24100,24100,24100,24100,3.1,2.2,2.3,1.5,2.7,0,10.3,8.3,5.3,0,0,0,,06:09:00,1714644540,6.15,20:23:00,1714695780,20.38,14.23,8,8,22,22,9,9,,,,,,4,1.6,2,0,,,,
2024-05-01,16.8,11.45,11.75,6.7,,,100,85.5,83,66,11.1,8.9,9,6.9,25,11.42,12.5,0,38,36,101.52,101.24,101.22,100.93,99.43,99.15,99.14,98.85,24100,14112.5,12150,200,2.5,2.1,2.2,1.9,6.2,0,6.8,4.8,1.8,0,0,0,,06:10:00,1714558200,6.17,20:22:00,1714609320,20.37,14.2,7,7,19,19,10,10,,,,,,7,3.3,3.5,0,,,,
2024-04-30,16.2,11.46,12.3,8.4,,,100,90.8,87.5,75,12.4,9.9,9.8,7.3,11,6.96,7,3,,,101.31,101.22,101.2,101.1,99.22,99.13,99.12,99.02,24100,16095.8,12150,200,2.4,1.9,2,1.6,5.7,0,7.3,5.3,2.3,3.2,3.2,0,,06:12:00,1714471920,6.2,20:21:00,1714522860,20.35,14.15,5,5,16,16,9,9,,,,,,8,6.9,5.5,3,,,,
2024-04-29,12.5,10.43,10.75,9,,,100,86.7,90,80,12.1,8.3,9.3,6.5,27,16.79,16,5,48,27,101.88,101.62,101.57,101.26,99.78,99.53,99.47,99.17,24100,22300,16900,9700,2.2,1.7,1.8,1.3,7.2,0,5.8,3.8,0.8,12.5,12.5,0,,06:13:00,1714385580,6.22,20:19:00,1714436340,20.32,14.1,6,6,12,12,10,10,,,,,,8,7.9,7.5,7,,,,
