date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2024-09-24,18.9,17.68,17.85,16.8,,,100,99.8,99,98,18.6,17.6,17.8,16.9,23,14.17,15,7,31,12,101.39,101.29,101.27,101.15,99.32,99.23,99.2,99.09,24100,12320.8,13650,3200,1.2,1,1.1,1,0.1,0,12.8,10.8,7.8,15.2,15.2,0,,07:09:00,1727176140,7.15,19:11:00,1727219460,19.18,12.03,2,2,19,20,17,18,,,,,,8,8,8,8,,,,
2024-09-23,21.9,19,19.39,16.9,28,,100,95.3,88.5,77,20,18.2,18.4,16.8,19,12.25,13,7,,,101.4,101.22,101.21,101.02,99.34,99.16,99.15,98.97,24100,14995.8,14450,4800,2.2,1.9,1.8,1.3,0,1.4,14.4,12.4,9.4,47.8,47.8,0,,07:08:00,1727089680,7.13,19:13:00,1727133180,19.22,12.08,5,5,22,24,16,17,,,,,,8,7.8,7.5,7,,,,
2024-09-22,24.4,19.67,19.6,14.8,30,,100,95.1,88.5,77,21.1,18.8,18.1,15.1,15,7.46,7.5,0,,,101.43,101.3,101.28,101.14,99.37,99.25,99.23,99.09,24100,16429.2,15250,6400,2.6,2.2,2.1,1.7,0,1.6,14.6,12.6,9.6,0.7,0.7,0,,07:07:00,1727003220,7.12,19:15:00,1727046900,19.25,12.13,5,5,25,25,17,17,,,,,,8,5.7,4,0,,,,
2024-09-21,25.8,20.45,21.45,17.1,31,,100,90.4,81,62,20.6,18.6,18.9,17.2,18,8.33,9,0,,,101.34,101.25,101.24,101.15,99.28,99.19,99.19,99.1,24100,22029.2,15250,6400,2.9,2.2,2.2,1.5,0,3.5,16.4,14.4,11.4,25.8,25.8,0,,07:06:00,1726916760,7.1,19:16:00,1726960560,19.27,12.17,4,4,25,25,14,14,,,,,,8,5.8,4.5,1,,,,
2024-09-20,25.7,20.32,20,14.3,29,,100,73.4,77,54,19.8,15.1,16.4,13.1,17,8.62,10,3,,,101.49,101.38,101.39,101.29,99.43,99.33,99.33,99.24,24100,24100,24100,24100,3,2.4,2.4,1.8,0,2,15,13,10,0,0,0,,07:04:00,1726830240,7.07,19:18:00,1726874280,19.3,12.23,6,6,24,25,15,16,,,,,,7,3.5,3.5,0,,,,
2024-09-19,25.8,20.8,20.45,15.1,31,,98,73.5,72,46,17.9,15.6,15.2,12.4,13,8.04,8,3,,,101.69,101.55,101.55,101.41,99.62,99.49,99.49,99.35,24100,24100,24100,24100,2.9,2.2,2.2,1.6,0,2.5,15.4,13.4,10.4,0,0,0,,07:03:00,1726743780,7.05,19:20:00,1726788000,19.33,12.28,6,6,26,26,13,13,,,,,,5,1.6,2.5,0,,,,
2024-09-18,25.4,19.99,19.85,14.3,30,,91,71.4,72.5,54,18.4,14.5,15.1,11.8,14,7.88,8.5,3,,,101.98,101.82,101.81,101.64,99.91,99.76,99.75,99.58,24100,24100,24100,24100,2.7,2.4,2.2,1.7,0,1.8,14.8,12.8,9.8,0,0,0,,07:02:00,1726657320,7.03,19:22:00,1726701720,19.37,12.33,6,6,26,26,14,14,,,,,,8,5.1,5.5,3,,,,
2024-09-17,26,20.63,20.45,14.9,30,,91,65.5,67.5,44,16.6,13.6,13.3,10.1,17,7.5,8.5,0,,,102.36,102.17,102.17,101.97,100.28,100.11,100.1,99.91,24100,24100,24100,24100,3.2,2.5,2.4,1.6,0,2.5,15.4,13.4,10.4,0,0,0,,07:01:00,1726570860,7.02,19:24:00,1726615440,19.4,12.38,6,6,26,26,13,14,,,,,,7,3.3,3.5,0,,,,
2024-09-16,28.3,22.14,21.65,15,31,,100,68.1,68,36,18.1,15.1,14.9,11.7,13,5.46,6.5,0,,,102.67,102.47,102.49,102.3,100.59,100.39,100.41,100.24,24100,22700,16900,9700,3.7,2.8,2.8,2,0,3.6,16.6,14.7,11.7,0,0,0,,07:00:00,1726484400,7,19:26:00,1726529160,19.43,12.43,6,6,27,27,14,15,,,,,,1,0.3,0.5,0,,,,
2024-09-15,27.7,21.76,21.7,15.7,33,,100,78.5,74,48,19.4,17.5,17.1,14.9,16,6.96,8,0,,,102.72,102.56,102.59,102.46,100.64,100.48,100.51,100.39,24100,23900,21700,19300,3.3,2.4,2.6,2,0,3.7,16.7,14.7,11.7,0,0,0,,06:59:00,1726397940,6.98,19:27:00,1726442820,19.45,12.47,6,6,28,28,16,16,,,,,,2,0.4,1,0,,,,
2024-09-14,25.5,20.33,20.2,14.9,30,,99,79.2,77.5,56,19.4,16.4,17.3,15.2,16,7,8,0,,,102.63,102.5,102.51,102.39,100.55,100.42,100.43,100.31,72400,24245.8,44250,16100,3,2.3,2.2,1.4,0,2.2,15.2,13.2,10.2,0,0,0,,06:58:00,1726311480,6.97,19:29:00,1726356540,19.48,12.52,6,6,27,27,16,16,,,,,,3,0.5,1.5,0,,,,
2024-09-13,26.8,20.3,20.35,13.9,32,,100,76.4,77,54,18,15.8,15.7,13.4,17,7.17,8.5,0,,,102.49,102.38,102.38,102.27,100.41,100.3,100.31,100.2,24100,22233.3,20100,16100,3.6,2.4,2.5,1.3,0,2.4,15.3,13.3,10.3,0,0,0,,06:57:00,1726225020,6.95,19:31:00,1726270260,19.52,12.57,6,6,27,27,15,15,,,,,,1,0.2,0.5,0,,,,
2024-09-12,24.7,19.32,19.05,13.4,29,,91,71.7,73,55,16.9,14,14.1,11.3,17,7.25,8.5,0,,,102.29,102.19,102.17,102.06,100.21,100.11,100.1,99.99,24100,24100,24100,24100,2.5,1.9,1.8,1,0,1.1,14.1,12.1,9.1,0,0,0,,06:55:00,1726138500,6.92,19:33:00,1726183980,19.55,12.63,6,6,28,28,14,16,,,,,,6,1.5,3,0,,,,
2024-09-11,23.4,18.26,17.39,11.4,25,,90,67.7,67.5,45,15.3,11.9,12.8,10.2,16,6.08,8,0,,,102.21,102.1,102.11,102,100.13,100.02,100.02,99.92,24100,23700,21700,19300,2.6,1.7,1.8,1,0.6,0,12.4,10.4,7.4,0,0,0,,06:54:00,1726052040,6.9,19:35:00,1726097700,19.58,12.68,6,6,26,26,13,15,,,,,,8,3.3,4,0,,,,
2024-09-10,22.8,17.46,16.35,9.9,,,100,67.6,68.5,37,14.2,10.4,10.4,6.6,19,8.62,9.5,0,,,102.18,102.05,102.05,101.92,100.1,99.97,99.97,99.84,24100,24100,24100,24100,2.5,1.8,1.9,1.3,1.6,0,11.3,9.3,6.3,0,0,0,,06:53:00,1725965580,6.88,19:37:00,1726011420,19.62,12.73,6,6,23,24,11,12,,,,,,6,2.3,3,0,,,,
2024-09-09,21.1,16.62,16.6,12.1,26,,100,82.2,83.5,67,18,13.5,13.4,8.8,31,17.62,20,9,44,32,101.9,101.6,101.66,101.42,99.82,99.52,99.58,99.35,24100,23766.7,20100,16100,2.1,1.8,1.8,1.4,1.4,0,11.6,9.6,6.6,2.4,2.4,0,,06:52:00,1725879120,6.87,19:38:00,1725925080,19.63,12.77,4,5,21,21,8,8,,,,,,8,5.4,4,0,,,,
2024-09-08,19.4,13.31,12.89,6.4,,,100,66,70,40,9.1,6.6,6.8,4.4,44,24.46,28,12,59,28,101.59,101.5,101.5,101.42,99.51,99.41,99.42,99.33,24100,24100,24100,24100,1.9,1.5,1.4,1,5.1,0,7.9,5.9,2.9,0,0,0,,06:51:00,1725792660,6.85,19:40:00,1725838800,19.67,12.82,5,5,19,19,11,11,,,,,,7,4.3,4,1,,,,
2024-09-07,16.2,12.85,12.1,8,,,100,81,82.5,65,14.3,9.6,9.5,4.7,39,25.71,26.5,14,57,31,101.5,101.24,101.24,100.99,99.41,99.17,99.17,98.93,24100,24100,24100,24100,1.6,1.2,1.3,1,5.9,0,7.1,5.1,2.1,0.2,0.2,0,,06:50:00,1725706200,6.83,19:42:00,1725752520,19.7,12.87,3,3,15,15,9,9,,,,,,8,6.1,4.5,1,,,,
2024-09-06,23.7,19.36,18.8,13.9,29,,100,83.7,84.5,69,20.7,16.5,16.9,13,24,14.12,14.5,5,36,36,101.73,101.4,101.47,101.2,99.67,99.34,99.4,99.14,24100,23766.7,20100,16100,2.6,1.6,1.8,1,0,0.8,13.8,11.8,8.8,2.3,2.3,0,,06:49:00,1725619740,6.82,19:44:00,1725666240,19.73,12.92,3,4,20,23,12,12,,,,,,8,7,6.5,5,,,,
2024-09-05,24.6,20.08,20.05,15.5,28,,100,76.8,78,56,19.1,15.7,16.1,13,22,9.67,11,0,32,11,102.69,102.32,102.24,101.78,100.61,100.24,100.17,99.72,24100,24100,24100,24100,3.4,2.1,2.2,1,0,2,15.1,13.1,10.1,0,0,0,,06:48:00,1725533280,6.8,19:46:00,1725579960,19.77,12.97,6,6,26,26,16,17,,,,,,3,0.7,1.5,0,,,,
2024-09-04,24.1,18.88,18.14,12.2,28,,82,64.1,64.5,47,15.7,11.8,11.6,7.5,19,8.46,9.5,0,,,103.02,102.84,102.86,102.7,100.92,100.75,100.77,100.62,24100,24100,24100,24100,2.8,2,2,1.3,0,0.1,13.1,11.1,8.1,0,0,0,,06:47:00,1725446820,6.78,19:47:00,1725493620,19.78,13,6,6,25,25,12,12,,,,,,1,0.2,0.5,0,,,,
2024-09-03,22.4,17.05,16.25,10.1,,,78,53.8,55,32,9.4,7.2,7.2,5.1,19,8.62,9.5,0,,,102.9,102.76,102.78,102.65,100.8,100.66,100.68,100.56,24100,24100,24100,24100,2.5,2,2,1.6,1.8,0,11.2,9.2,6.2,0,0,0,,06:45:00,1725360300,6.75,19:49:00,1725407340,19.82,13.07,6,6,23,23,10,11,,,,,,2,0.4,1,0,,,,
2024-09-02,19.7,15.6,15.25,10.8,,,77,55.1,55,33,9.2,6.1,5.5,1.8,36,21.29,21.5,7,49,32,102.65,102.28,102.23,101.8,100.55,100.19,100.14,99.73,24100,24100,24100,24100,2.2,1.7,1.6,1.1,2.8,0,10.2,8.2,5.2,0,0,0,,06:44:00,1725273840,6.73,19:51:00,1725321060,19.85,13.12,6,6,20,20,9,9,,,,,,7,1.5,3.5,0,,,,
2024-09-01,25,20.39,19.85,14.7,30,,100,65.7,70,40,18.2,13.2,12.9,7.7,36,23.5,22,8,51,31,101.77,101.19,101.33,100.9,99.7,99.14,99.28,98.86,24100,24100,24100,24100,2.6,2,2,1.5,0,1.8,14.8,12.8,9.8,0,0,0,,06:43:00,1725187380,6.72,19:53:00,1725234780,19.88,13.17,7,7,25,26,11,12,,,,,,3,1.2,1.5,0,,,,
2024-08-31,28.1,23.22,22.1,16.1,33,,100,74.5,70.5,41,22.6,17.7,17.6,12.7,22,12.08,13,4,33,26,101.48,101.34,101.34,101.2,99.43,99.29,99.3,99.16,24100,23100,21700,19300,2.4,1.9,1.8,1.3,0,4.1,17.1,15.1,12.1,6.4,6.4,0,,06:42:00,1725100920,6.7,19:54:00,1725148440,19.9,13.2,7,7,27,27,15,16,,,,,,8,4.8,4,0,,,,
2024-08-30,26.5,21.01,21,15.5,34,,100,87.3,83,66,23.2,18.7,18.7,14.2,22,10.42,11,0,41,27,102.33,101.89,101.9,101.47,100.25,99.82,99.83,99.42,24100,23633.3,18500,12900,2,1.6,1.6,1.1,0,3,16,14,11,6.7,6.7,0,,06:41:00,1725014460,6.68,19:56:00,1725062160,19.93,13.25,8,8,28,28,20,20,,,,,,8,4.5,4.5,1,,,,
2024-08-29,20.9,18.56,18.85,16.8,25,,84,75.5,75.5,67,15.8,14.2,13.6,11.4,19,9.61,9.5,0,,,102.45,102.34,102.3,102.15,100.36,100.26,100.22,100.08,24100,24100,24100,24100,1.6,1.3,1.3,1,0,0.9,13.8,11.8,8.8,0,0,0,,06:40:00,1724928000,6.67,19:58:00,1724975880,19.97,13.3,6,7,23,23,15,16,,,,,,8,5.9,4,0,,,,
2024-08-28,26.2,21.33,21.4,16.6,35,,100,93.8,90.5,81,22.8,20.3,18.8,14.8,20,12.04,10,0,31,30,102.15,101.69,101.74,101.32,100.08,99.64,99.68,99.28,24100,19695.8,15250,6400,2.7,1.8,1.8,1,0,3.4,16.4,14.4,11.4,0.2,0.2,0,,06:39:00,1724841540,6.65,20:00:00,1724889600,20,13.35,3,7,24,25,15,16,,,,,,8,7.2,4.5,1,,,,
2024-08-27,32.2,25.53,26.35,20.5,40,,88,73.4,72.5,57,23.2,20.4,20.4,17.6,32,14.92,16,0,45,25,101.93,101.58,101.58,101.24,99.88,99.54,99.54,99.2,24100,24100,24100,24100,5.5,3,3.8,2,0,8.3,21.4,19.4,16.4,0,0,0,,06:38:00,1724755080,6.63,20:01:00,1724803260,20.02,13.38,8,8,31,31,19,20,,,,,,8,5.1,4,0,,,,
2024-08-26,28.4,23.84,22.95,17.5,34,,90,66.7,69,48,19.5,17,17.8,16,18,8.79,10.5,3,,,102.26,102.11,102.1,101.94,100.19,100.05,100.03,99.88,24100,23900,21700,19300,4.5,3.1,3.2,1.9,0,5,17.9,15.9,12.9,0,0,0,,06:36:00,1724668560,6.6,20:03:00,1724716980,20.05,13.45,7,7,30,30,19,20,,,,,,4,1.4,2,0,,,,
2024-08-25,27.5,22.74,22.15,16.8,33,,98,68.8,74,50,18.5,16.4,16.7,14.9,17,7.83,8.5,0,,,102.42,102.28,102.3,102.18,100.35,100.21,100.23,100.11,24100,24100,24100,24100,4.3,3,3.1,2,0,4.2,17.1,15.2,12.2,0,0,0,,06:35:00,1724582100,6.58,20:05:00,1724630700,20.08,13.5,7,7,28,28,15,17,,,,,,7,2.6,3.5,0,,,,
2024-08-24,25.7,20.88,20.3,14.9,29,,96,72.5,74.5,53,17.8,15.5,15.9,14.1,16,9.33,8,0,,,102.46,102.31,102.31,102.16,100.38,100.24,100.24,100.1,24100,24100,24100,24100,3.5,2.7,2.5,1.4,0,2.3,15.3,13.3,10.3,0,0,0,,06:34:00,1724495640,6.57,20:06:00,1724544360,20.1,13.53,7,7,27,27,14,15,,,,,,7,4.5,3.5,0,,,,
2024-08-23,26,20.06,19.45,12.9,29,,87,65.2,66.5,46,16,13,13.2,10.4,19,12.08,13,7,27,24,102.54,102.41,102.43,102.32,100.46,100.33,100.35,100.24,24100,24100,24100,24100,3.3,2.4,2.2,1.1,0,1.4,14.4,12.4,9.4,0,0,0,,06:33:00,1724409180,6.55,20:08:00,1724458080,20.13,13.58,6,7,25,26,13,15,,,,,,7,4.2,3.5,0,,,,
2024-08-22,25.1,18.65,17.89,10.7,26,,84,61.4,62.5,41,13.5,10.8,10.7,7.8,26,12.75,15.5,5,32,32,102.38,102.27,102.27,102.17,100.3,100.19,100.19,100.09,24100,24100,24100,24100,2.7,2,2,1.4,0.1,0,12.9,10.9,7.9,0,0,0,,06:32:00,1724322720,6.53,20:10:00,1724371800,20.17,13.63,7,7,25,25,11,12,,,,,,7,2.7,3.5,0,,,,
2024-08-21,21.4,16.67,16.54,11.7,,,74,60.1,58.5,43,10.3,8.7,8.8,7.3,32,22.29,23.5,15,51,34,102.21,102.14,102.13,102.06,100.13,100.06,100.06,99.98,24100,24100,24100,24100,1.8,1.6,1.6,1.4,1.5,0,11.5,9.5,6.5,0,0,0,,06:31:00,1724236260,6.52,20:11:00,1724285460,20.18,13.67,6,6,22,22,11,11,,,,,,7,2.5,3.5,0,,,,
2024-08-20,20.3,15.45,15.8,11.3,,,83,62,61.5,40,9.9,7.9,7.8,5.6,34,22.04,24,14,50,36,102.09,101.96,101.96,101.83,100,99.87,99.87,99.74,24100,24100,24100,24100,2,1.7,1.5,1,2.2,0,10.8,8.8,5.8,0,0,0,,06:30:00,1724149800,6.5,20:13:00,1724199180,20.22,13.72,6,6,20,21,10,10,,,,,,7,3.6,3.5,0,,,,
2024-08-19,17.9,15.51,14.85,11.8,,,100,78.6,81,62,16.5,11.7,12,7.5,40,27.88,28.5,17,53,35,101.84,101.28,101.34,100.84,99.75,99.22,99.28,98.8,24100,24100,24100,24100,1.8,1.4,1.4,1,3.1,0,9.8,7.8,4.8,0.6,0.6,0,,06:29:00,1724063340,6.48,20:15:00,1724112900,20.25,13.77,4,6,18,21,10,10,,,,,,8,6.6,4.5,1,,,,
2024-08-18,26.4,21.66,21.4,16.4,33,,100,94.2,83.5,67,22.1,20.6,19.8,17.5,32,14.96,18.5,5,53,36,100.84,100.56,100.64,100.44,98.8,98.53,98.61,98.41,24100,22900,16100,8100,2.6,1.9,1.8,1,0,3.4,16.4,14.4,11.4,21.7,21.7,0,,06:27:00,1723976820,6.45,20:16:00,1724026560,20.27,13.82,4,5,25,26,13,20,,,,,,8,6.5,4.5,1,,,,
2024-08-17,25.6,22.27,22.3,19,36,,100,98.7,94.5,89,23.7,22.1,21.5,19.3,16,9.83,10,4,61,24,100.96,100.74,100.75,100.54,98.92,98.7,98.72,98.51,24100,18270.8,12650,1200,2.5,1.8,1.8,1,0,4.3,17.3,15.3,12.3,128.3,128.3,0,,06:26:00,1723890360,6.43,20:18:00,1723940280,20.3,13.87,3,5,27,27,20,20,,,,,,8,6.8,5.5,3,,,,
2024-08-16,25.8,22.4,21.2,16.6,32,,100,80.8,81.5,63,21.3,18.8,18.9,16.5,16,10.21,10.5,5,,,101.72,101.37,101.36,100.99,99.67,99.32,99.31,98.95,24100,21433.3,16900,9700,2.8,2.4,2.4,1.9,0,3.2,16.2,14.2,11.2,2.7,2.7,0,,06:25:00,1723803900,6.42,20:19:00,1723853940,20.32,13.9,8,8,25,25,19,20,,,,,,8,6.8,6.5,5,,,,
2024-08-15,28.1,23.05,22.35,16.6,32,,99,65.8,67,35,17.8,15.6,14.3,10.8,16,9.75,8,0,,,102.08,101.88,101.89,101.7,100.02,99.82,99.83,99.64,24100,24100,24100,24100,4.3,2.8,3,1.6,0,4.3,17.4,15.3,12.3,0,0,0,,06:24:00,1723717440,6.4,20:21:00,1723767660,20.35,13.95,7,7,28,29,15,19,,,,,,6,1.2,3,0,,,,
2024-08-14,28,22.3,21.85,15.7,30,,98,62.5,67,36,17.3,14.2,14.3,11.4,17,8.29,8.5,0,,,102.2,102.05,102.06,101.93,100.13,99.98,100,99.87,24100,24100,24100,24100,3.5,2.3,2.4,1.3,0,3.8,16.9,14.8,11.8,0,0,0,,06:23:00,1723630980,6.38,20:22:00,1723681320,20.37,13.98,7,7,29,29,15,15,,,,,,1,0.4,0.5,0,,,,
2024-08-13,26.4,21.14,20.25,14.1,29,,98,66.5,71,44,15.7,14.2,14.3,12.9,17,11.33,12,7,,,102,101.92,101.91,101.82,99.93,99.85,99.85,99.76,24100,24100,24100,24100,2.4,1.9,1.8,1.3,0,2.2,15.2,13.2,10.2,0,0,0,,06:22:00,1723544520,6.37,20:24:00,1723595040,20.4,14.03,7,7,26,26,13,13,,,,,,8,4.7,4,0,,,,
2024-08-12,24.6,18.92,19.14,13.7,27,,100,75.5,76,52,15.8,14.2,14.2,12.6,26,14.92,17.5,9,40,32,101.82,101.63,101.64,101.46,99.75,99.56,99.57,99.39,24100,24100,24100,24100,2.1,1.5,1.6,1,0,1.1,14.1,12.1,9.1,0,0,0,,06:21:00,1723458060,6.35,20:26:00,1723508760,20.43,14.08,6,6,25,25,11,12,,,,,,8,5.8,4,0,,,,
2024-08-11,21.7,17.77,18.1,14.5,,,97,74.5,73.5,50,15.7,13,12.9,10.1,44,23.33,26,8,55,28,101.49,101.43,101.42,101.36,99.43,99.36,99.37,99.3,24100,23900,21700,19300,1.8,1.5,1.4,1,0,0.1,13.1,11.1,8.1,0.7,0.7,0,,06:20:00,1723371600,6.33,20:27:00,1723422420,20.45,14.12,6,6,22,22,13,15,,,,,,8,4.8,4,0,,,,
2024-08-10,23.9,19.07,18.95,14,26,,100,70.8,71,42,15.6,13.2,12.8,10,33,20.54,21.5,10,49,28,101.48,101.35,101.33,101.17,99.42,99.29,99.27,99.12,24100,24100,24100,24100,2,1.6,1.6,1.1,0,0.9,13.9,11.9,8.9,0,0,0,,06:19:00,1723285140,6.32,20:28:00,1723336080,20.47,14.15,7,7,24,24,13,13,,,,,,7,4.1,4,1,,,,
2024-08-09,28.3,22.97,21.7,15.1,34,,100,81.3,75,50,22.9,19.1,17.6,12.3,34,16.38,20,6,45,31,101.16,100.85,100.88,100.59,99.11,98.81,98.83,98.56,24100,21162.5,15250,6400,2.5,1.6,1.8,1,0,3.7,16.7,14.7,11.7,10.8,10.8,0,,06:17:00,1723198620,6.28,20:30:00,1723249800,20.5,14.22,3,5,24,26,13,14,,,,,,8,5.5,4,0,,,,
2024-08-08,25.2,21.72,21.5,17.8,33,,100,87.8,85,70,22.7,19.6,18.4,14,17,10.29,10.5,4,,,101.58,101.33,101.36,101.14,99.52,99.28,99.3,99.09,24100,24100,24100,24100,1.8,1.5,1.4,1.1,0,3.5,16.5,14.5,11.5,0,0,0,,06:16:00,1723112160,6.27,20:31:00,1723163460,20.52,14.25,6,6,24,24,19,21,,,,,,8,6.1,5,2,,,,
2024-08-07,24.3,19.97,18.89,13.5,27,,87,64,65,43,14,12.5,12.3,10.6,21,13.29,14,7,41,7,101.8,101.68,101.69,101.58,99.73,99.61,99.62,99.52,24100,24100,24100,24100,1.8,1.5,1.4,1,0,0.9,13.9,11.9,8.9,0,0,0,,06:15:00,1723025700,6.25,20:33:00,1723077180,20.55,14.3,8,8,24,25,16,16,,,,,,5,1.2,2.5,0,,,,
2024-08-06,21.1,19.23,18.25,15.4,28,,100,86.1,83,66,19.4,16.8,16.7,14,16,11.46,11.5,7,,,101.77,101.64,101.62,101.48,99.7,99.58,99.56,99.43,24100,23700,21700,19300,2.1,1.5,1.6,1.1,0,0.2,13.2,11.2,8.2,2.1,2.1,0,,06:14:00,1722939240,6.23,20:34:00,1722990840,20.57,14.33,4,4,21,21,12,12,,,,,,8,6.2,4,0,,,,
2024-08-05,27.2,22.65,23.2,19.2,35,,100,83.4,81,62,22.9,19.6,19.2,15.6,18,9.38,9,0,43,1,101.6,101.48,101.45,101.3,99.55,99.43,99.4,99.25,24100,21766.7,16900,9700,3,2.3,2.5,2,0,5.2,18.2,16.2,13.2,0.3,0.3,0,,06:13:00,1722852780,6.22,20:35:00,1722904500,20.58,14.37,7,8,25,25,16,18,,,,,,8,7,5.5,3,,,,
2024-08-04,29.4,24.55,23.79,18.2,36,,89,62.6,65,41,19.4,16.6,16.4,13.3,26,14.21,15.5,5,38,31,101.6,101.35,101.36,101.11,99.55,99.31,99.31,99.07,24100,24100,24100,24100,3,2.5,2.5,2,0,5.8,18.8,16.8,13.8,0,0,0,,06:12:00,1722766320,6.2,20:37:00,1722818220,20.62,14.42,8,8,31,31,19,20,,,,,,7,2.4,3.5,0,,,,
2024-08-03,30.1,25.94,25.1,20.1,38,,100,73.4,72,44,22.9,20.5,19.1,15.3,21,12.96,12.5,4,32,30,101.1,101.02,100.99,100.89,99.07,98.99,98.97,98.86,24100,24100,24100,24100,2.5,2.2,2.2,2,0,7.1,20.1,18.1,15.1,0,0,0,,06:11:00,1722679860,6.18,20:38:00,1722731880,20.63,14.45,8,8,30,30,20,20,,,,,,8,5.9,4,0,,,,
2024-08-02,28.6,25.5,25.75,22.9,38,,100,83.8,77.5,55,25.4,22.3,21.9,18.5,15,9.08,9,3,,,101.27,101.13,101.12,100.97,99.23,99.1,99.09,98.94,24100,20900,18500,12900,3,2.4,2.5,2,0,7.8,20.8,18.8,15.8,0,0,0,,06:10:00,1722593400,6.17,20:39:00,1722645540,20.65,14.48,4,7,28,28,20,22,,,,,,8,7,5.5,3,,,,
2024-08-01,29.7,25.42,25.35,21,39,,100,81.9,81,62,25,21.9,22.2,19.4,15,7.96,7.5,0,,,101.54,101.38,101.39,101.25,99.49,99.34,99.35,99.21,24100,22166.7,16900,9700,3.4,2.5,2.7,2,0,7.3,20.4,18.4,15.3,1.3,1.3,0,,06:09:00,1722506940,6.15,20:40:00,1722559200,20.67,14.52,8,8,31,31,21,22,,,,,,8,4.3,4,0,,,,
2024-07-31,31.2,26.36,26.65,22.1,39,,100,73.5,75.5,51,23.5,20.8,20.8,18,21,16.21,15,9,39,28,101.32,101.06,101.03,100.75,99.28,99.02,99,98.72,24100,24100,24100,24100,3.3,2.8,2.1,1,0,8.7,21.6,19.6,16.6,0,0,0,,06:08:00,1722420480,6.13,20:42:00,1722472920,20.7,14.57,9,9,30,31,20,20,,,,,,7,3.3,3.5,0,,,,
2024-07-30,29,25.03,25.9,22.8,39,,100,90.1,84.5,69,25.1,23.2,22.8,20.4,24,12.83,14,4,41,14,101.04,100.86,100.87,100.7,99.01,98.83,98.84,98.67,24100,23566.7,20100,16100,2.3,1.9,1.6,1,0,7.9,20.9,18.9,15.9,7.4,7.4,0,,06:07:00,1722334020,6.12,20:43:00,1722386580,20.72,14.6,7,7,28,28,20,20,,,,,,7,6.2,5,3,,,,
2024-07-29,28.4,24.36,23.7,19,35,,94,71.1,71,48,21.2,18.5,18.2,15.3,17,9.71,11,5,,,101.59,101.34,101.34,101.09,99.54,99.3,99.3,99.05,24100,23700,21700,19300,3.1,2.6,2.5,2,0,5.7,18.7,16.7,13.7,0,0,0,,06:05:00,1722247500,6.08,20:44:00,1722300240,20.73,14.65,9,9,30,30,19,19,,,,,,7,2,3.5,0,,,,
2024-07-28,28.8,23.38,22.9,17,34,,94,69.2,71,48,18.7,17.2,16.8,14.9,17,9.29,8.5,0,,,102.1,101.88,101.85,101.6,100.04,99.82,99.8,99.55,24100,23700,21700,19300,3.2,2.4,2.5,1.7,0,4.9,17.9,15.9,12.9,0,0,0,,06:04:00,1722161040,6.07,20:45:00,1722213900,20.75,14.68,9,9,30,30,18,18,,,,,,1,0.3,0.5,0,,,,
2024-07-27,26.9,22.31,21.45,16,31,,91,62.7,65,39,17.8,14.5,14.7,11.5,18,8.79,9,0,,,102.28,102.12,102.11,101.95,100.21,100.06,100.05,99.89,24100,24100,24100,24100,3.3,2.3,2.3,1.3,0,3.5,16.4,14.4,11.4,0,0,0,,06:03:00,1722074580,6.05,20:46:00,1722127560,20.77,14.72,8,8,28,28,16,16,,,,,,3,1.5,1.5,0,,,,
2024-07-26,26.9,21.42,20.5,14.1,30,,75,53.9,53.5,32,13.6,11.3,10.8,7.9,16,9.88,10,4,,,102.37,102.21,102.21,102.05,100.29,100.13,100.14,99.98,24100,24100,24100,24100,3,2.1,2.2,1.4,0,2.5,15.5,13.5,10.5,0,0,0,,06:02:00,1721988120,6.03,20:47:00,1722041220,20.78,14.75,8,8,27,27,15,15,,,,,,5,2.3,2.5,0,,,,
